School Name,Category,Street Address,City,State,ZIP Code,Students,Grant Category,Organization Name,Fiscal Year,Mapped Location
Homeschool,Home schooled,,,TN,,8,Arts Access,Global Education Center,FY17,"TN
(35.842998, -86.343226)"
Grace Christian Academy,Private School,3279 SOUTHALL ROAD,Franklin,TN,37064,1,Core Operating,Theater Bug,FY19,"3279 SOUTHALL ROAD
Franklin, TN 37064
(35.898971, -86.957822)"
Glenview Elementary School,MNPS,1020 Patricia Drive,Nashville,TN,37217,275,Basic Operating,Tennessee Performing Arts Center,FY16,"1020 Patricia Drive
Nashville, TN 37217
(36.128499, -86.70726)"
John F. Kennedy Middle School,MNPS,2087 Hobson Pike,Antioch,TN,37013,139,Basic Operating,Tennessee Performing Arts Center,FY16,"2087 Hobson Pike
Antioch, TN 37013
(36.054839, -86.598929)"
Rose Park Magnet Math & Science Middle School,MNPS,1025 9th Ave South,Nashville,TN,37203,94,Basic Operating,Country Music Foundation,FY16,"1025 9th Ave South
Nashville, TN 37203
(36.142539, -86.780874)"
Eagle View Elementary School,ELC/Pre-K,1470 Eagle View Blvd,Antioch,TN,37013,20,Basic Operating,Belcourt Theatre,FY19,"1470 Eagle View Blvd
Antioch, TN 37013
(36.051419, -86.641919)"
Ensworth School,Private,211 Ensworth Avenue,Nashville,TN,37205,86,Basic Operating,Country Music Foundation,FY16,"211 Ensworth Avenue
Nashville, TN 37205
(36.12555, -86.84001)"
Jones Paideia Magnet School,MNPS,1800 9th Ave N,Nashville,TN,37208,125,Youth Arts,"Notes for Notes, Inc",FY19,"1800 9th Ave N
Nashville, TN 37208
(36.181246, -86.801903)"
Nashville School of the Arts,MNPS,1250 Foster Avenue,Nashville,TN,37210,132,Basic operating,Frist Art Museum,FY19,"1250 Foster Avenue
Nashville, TN 37210
(36.131492, -86.741669)"
Hickman Elementary,Metro Nashville Public Schools,112 Stewarts Ferry Pike,Nashville,TN,37214,1,Basic Operating,Nashville Opera,FY19,"112 Stewarts Ferry Pike
Nashville, TN 37214
(36.166855, -86.655375)"
Eagle View Elementary,MNPS,1470 Eagle View Blvd.,Antioch,TN,37013,110,Basic Operating,Nashville Children's Theatre,FY19,"1470 Eagle View Blvd.
Antioch, TN 37013
(36.051419, -86.641919)"
Hillwood High School,MNPS,400 Davidson Road,Nashville,TN,37205,63,Basic Operating,Tennessee Performing Arts Center,FY16,"400 Davidson Road
Nashville, TN 37205
(36.117025, -86.873648)"
Mt. View Elementary School,MNPS,3820 Murfreesboro Road,Antioch,TN,37013,3,Arts Access,Global Education Center,FY17,"3820 Murfreesboro Road
Antioch, TN 37013
(36.040653, -86.604368)"
Goodlettsville Elementary School,MNPS,514 Donald St,Goodlettsville,TN,37072,249,Basic Operating,Nashville Children's Theatre,FY19,"514 Donald St
Goodlettsville, TN 37072
(36.313098, -86.711166)"
University School of Nashville,Private,2000 Edgehill Avenue,Nashville,TN,37212,256,Basic Operating,Frist Center for the Visual Arts,FY17,"2000 Edgehill Avenue
Nashville, TN 37212
(36.143997, -86.798995)"
First Presbyterian Preschool,Pre-K/ELC,4815 Franklin Pike,Nashville,TN,37220,24,Basic Operating,Nashville Children's Theatre,FY16,"4815 Franklin Pike
Nashville, TN 37220
(36.079295, -86.77283)"
East End Prep,MNPS,1460 McGavock Pike,Nashville,TN,37216,1,Basic Operating,"Watkins College of Art, Design, and Film",FY17,"1460 McGavock Pike
Nashville, TN 37216
(36.207179, -86.718799)"
Glencliff Elementary,MNPS,120 Antioch Pike,Nashville,TN,37211,26,Basic Operating,"Country Music Foundation, Inc. dba Country Music Hall of Fame and Museum",FY19,"120 Antioch Pike
Nashville, TN 37211
(36.101157, -86.722664)"
Valor Flagship Academy,MNPS,4527 Nolensville Pike,Nashville,TN,37211,250,Creation,OZ Arts,FY17,"4527 Nolensville Pike
Nashville, TN 37211
(36.070955, -86.723413)"
Jere Baxter Middle Prep,MNPS,350 Hart Lane,Nashville,TN,37207,50,Basic Operating,Nashville Symphony,FY16,"350 Hart Lane
Nashville, TN 37207
(36.219724, -86.750594)"
Carter-Lawrence Elementary School,MNPS,1118 12th Avenue South,Nashville,TN,37203,5,Basic Operating,W.O. Smith Music School,FY17,"1118 12th Avenue South
Nashville, TN 37203
(36.143513, -86.786798)"
Nashville Prep,MNPS,1300 56th Avenue North,Nashville,TN,37209,185,Basic Operating,Cheekwood Botanical Garden and Museum of Art,FY16,"1300 56th Avenue North
Nashville, TN 37209
(36.162413, -86.855633)"
Waverly Belmont Elementary School,MNPS,2301 10th Avenue South,Nashville,TN,37204,1,Basic Operating,Choral Arts Link,FY17,"2301 10th Avenue South
Nashville, TN 37204
(36.126411, -86.786249)"
Nashville International Academy,Private,7335 Charlotte Pike,Nashville,TN,37209,65,Basic Operating,Nashville Children's Theatre,FY16,"7335 Charlotte Pike
Nashville, TN 37209
(36.118241, -86.92096)"
Valor Collegiate Academy,Other,4527 Nolensville Pike,Nashville,TN,37211,125,Basic Operating,Nashville Children's Theatre,FY19,"4527 Nolensville Pike
Nashville, TN 37211
(36.070955, -86.723413)"
St. Henry Catholic School,Private,6401 Harding Pike,Nashville,TN,37205,288,Basic Operating,Nashville Children's Theatre,FY16,"6401 Harding Pike
Nashville, TN 37205
(36.091451, -86.887776)"
Westmeade Elementary School,MNPS,6641 Clearbrook Drive,Nashville,TN,37205,15,Basic operating,Frist Art Museum,FY19,"6641 Clearbrook Drive
Nashville, TN 37205
(36.091787, -86.894436)"
Father Ryan High School,Private,700 Norwood Drive,Nashville,TN,37204,21,Basic Operating,Nashville Repertory Theatre,FY17,"700 Norwood Drive
Nashville, TN 37204
(36.099137, -86.768156)"
Margaret Allen Middle School Prep,MNPS,500 Spence Lane,Nashville,TN,37210,462,Basic Operating,Humanities Tennessee,FY19,"500 Spence Lane
Nashville, TN 37210
(36.146239, -86.722416)"
St. Henry Catholic School,Private,6401 Harding Pike,Nashville,TN,37205,190,Basic Operating,Country Music Foundation,FY16,"6401 Harding Pike
Nashville, TN 37205
(36.091451, -86.887776)"
Schrader Lane Child Care Center,Pre-K/ELC,603 Benton Avenue,Nashville,TN,37208,49,Basic Operating,Nashville Children's Theatre,FY16,"603 Benton Avenue
Nashville, TN 37208
(36.131728, -86.768762)"
Montgomery Bell Academy,Private,4001 Harding Pike,Nashville,TN,37205,6,Basic Operating,Nashville Repertory Theatre,FY16,"4001 Harding Pike
Nashville, TN 37205
(36.13064, -86.836801)"
Linden Corner Waldorf,Private School,3201 Hillsboro Pike,Nashville,TN,37215,60,Basic Operating,Global Education Center,FY19,"3201 Hillsboro Pike
Nashville, TN 37215
(36.119645, -86.808727)"
Rosebank STEM School,MNPS,1012 Preston Drive,Nashville,TN,37206,2,Basic Operating,Choral Arts Link,FY17,"1012 Preston Drive
Nashville, TN 37206
(36.184389, -86.717303)"
Kirkpatrick Elementary Enhanced Option School,MNPS,1000 Sevier Street,Nashville,TN,37206,165,Basic Operating,Nashville Ballet,FY16,"1000 Sevier Street
Nashville, TN 37206
(36.168341, -86.752899)"
Napier Enhanced Option Elementary School,MNPS,60 Fairfield Avenue,Nashville,TN,37210,505,Basic Operating,Nashville Children's Theatre,FY17,"60 Fairfield Avenue
Nashville, TN 37210
(36.15001, -86.757067)"
Antioch Middle School,MNPS,5050 Blue Hole Road,Antioch,TN,37013-3710,77,Basic Operating,Cheekwood,FY19,"5050 Blue Hole Road
Antioch, TN 37013-3710
(36.056908, -86.672419)"
Smith Springs Elementary School,MNPS,3132 Smith Springs Road,Antioch,TN,37013,20,Basic Operating,Nashville Symphony,FY16,"3132 Smith Springs Road
Antioch, TN 37013
(36.082957, -86.596744)"
Robert Churchwell Museum Magnet Elementary School,MNPS,1625 Dr D.B. Todd Jr Blvd,Nashville,TN,37208,1,Basic Operating,W.O. Smith Music School,FY17,"1625 Dr D.B. Todd Jr Blvd
Nashville, TN 37208
(36.175783, -86.809257)"
KIPP Nashville Collegiate High School,MNPS,123 Douglas Avenue,Nashville,TN,37207,1,Basic Operating,W.O. Smith Music School,FY17,"123 Douglas Avenue
Nashville, TN 37207
(36.194127, -86.769295)"
Valor Voyager Academy,MNPS,4527 Nolensville Pike,Nashville,TN,37211,87,Basic Operating,Southern Word,FY17,"4527 Nolensville Pike
Nashville, TN 37211
(36.070955, -86.723413)"
Pearl Cohn High School,MNPS,904 26th Ave. N,Nashville,TN,37208,31,Youth Arts,"Notes for Notes, Inc",FY19,"904 26th Ave. N
Nashville, TN 37208
(36.164278, -86.816051)"
John Overton High School,MNPS,4820 Franklin Road,Nashville,TN,37220,1,Basic Operating,Nashville Jazz Workshop,FY16,
Jones Paideia Magnet Elementary School,MNPS,1800 9th Avenue N,Nashville,TN,37208,41,Basic Operating,Nashville Children's Theatre,FY19,"1800 9th Avenue N
Nashville, TN 37208
(36.181246, -86.801903)"
Haywood Elementary School,MNPS,3790 Turley Drive,Nashville,TN,37211,1,Basic Operating,W.O. Smith Music School,FY16,"3790 Turley Drive
Nashville, TN 37211
(36.074335, -86.708684)"
East End Prep,MNPS,1460 McGavock Pike,Nashville,TN,37216,38,Youth Arts,"Notes for Notes, Inc",FY19,"1460 McGavock Pike
Nashville, TN 37216
(36.207179, -86.718799)"
Glenview Elementary School,MNPS,1020 Patricia Drive,Nashville,TN,37217,113,Basic Operating,Nashville Children's Theatre,FY19,"1020 Patricia Drive
Nashville, TN 37217
(36.128499, -86.70726)"
Middle College High School,MNPS,120 White Bridge Road,Nashville,TN,37209,38,Basic Operating,Nashville Repertory Theatre,FY17,"120 White Bridge Road
Nashville, TN 37209
(36.134879, -86.858326)"
Haynes Middle School,MNPS,510 West Trinity Lane,Nashville,TN,37207,26,Basic Operating,Moves and Grooves Inc.,FY16,"510 West Trinity Lane
Nashville, TN 37207
(36.207377, -86.790851)"
Jones Paideia Elementary Magnet School,MNPS,1800 9th Avenue North,Nashville,TN,37208,3,Basic Operating,W.O. Smith Music School,FY17,"1800 9th Avenue North
Nashville, TN 37208
(36.181246, -86.801903)"
St. Paul Christian Academy,Private,5035 Hillsboro Pike,Nashville,TN,37215,12,Basic Operating,Music City Youth Orchestra,FY16,"5035 Hillsboro Pike
Nashville, TN 37215
(36.096962, -86.824113)"
Rose Park Magnet Math & Science Middle School,MNPS,1025 9th Ave South,Nashville,TN,37203,72,After-School Arts,Tennessee Performing Arts Center,FY16,"1025 9th Ave South
Nashville, TN 37203
(36.142539, -86.780874)"
One Tree Tutorial,Private,678 Brook Hollow Rd,Nashville,TN,37205,14,Basic Operating,Tennessee Performing Arts Center,FY17,"678 Brook Hollow Rd
Nashville, TN 37205
(36.116253, -86.887638)"
Tom Joy Head Start,Pre-K/ELC,1901 Lischey Avenue,Nashville,TN,37207,80,Arts Access,Tennessee Performing Arts Center,FY16,"1901 Lischey Avenue
Nashville, TN 37207
(36.203865, -86.761432)"
Cole Elementary School,MNPS,5060 Colemont Drive,Antioch,TN,37013,431,Basic Operating,Nashville Children's Theatre,FY17,"5060 Colemont Drive
Antioch, TN 37013
(36.058085, -86.699196)"
Madison Campus Elementary School,Private,1515 Sutherland Drive,Madison,TN,37115,37,Basic Operating,Nashville Symphony,FY17,"1515 Sutherland Drive
Madison, TN 37115
(36.250808, -86.678058)"
Vanderbilt University,Private School,305 Kirkland Hill,Nashville,TN,37240-0001,25,Basic Operating,Cheekwood,FY19,
Genesis Academy,Private School,430 Allied Drive,Nashville,TN,37211-3304,9,Basic Operating,Cheekwood,FY19,"430 Allied Drive
Nashville, TN 37211-3304
(36.095783, -86.740732)"
Edmonson Library,Other,5501 Edmondson Pike,Nashville,TN,37211,122,Basic Operating,Nashville Ballet,FY19,"5501 Edmondson Pike
Nashville, TN 37211
(36.044792, -86.743999)"
Charlotte Park Elementary School,MNPS,480 Annex Avenue,Nashville,TN,37209,2,Arts Access,Global Education Center,FY17,"480 Annex Avenue
Nashville, TN 37209
(36.15212, -86.88324)"
Antioch Middle Prep,MNPS,5050 Blue Hole Road,Antioch,TN,37013,61,Basic Operating,Nashville Symphony,FY16,"5050 Blue Hole Road
Antioch, TN 37013
(36.056908, -86.672419)"
Madison Campus Elementary School,Private School,1515 Sutherland Dr,Madison,TN,37115,3,Arts Access,Native American Indian Association,FY19,"1515 Sutherland Dr
Madison, TN 37115
(36.250808, -86.678058)"
Child Care USA Learning Center,Pre-K/Early Learning Center,3300 Elm Hill Pike,Nashville,TN,37214,44,Basic operating,Frist Art Museum,FY19,"3300 Elm Hill Pike
Nashville, TN 37214
(36.14192, -86.636624)"
Maplewood High School,MNPS,401 Walton Lane,Nashville,TN,37216,8,Basic Operating,Country Music Foundation,FY17,"401 Walton Lane
Nashville, TN 37216
(36.232997, -86.750784)"
Robert Churchwell Museum Magnet Elementary School,MNPS,1625 Dr D.B. Todd Jr Blvd,Nashville,TN,37208,420,Basic Operating,Nashville Children's Theatre,FY16,"1625 Dr D.B. Todd Jr Blvd
Nashville, TN 37208
(36.175783, -86.809257)"
Lakeview Elementary Design Center,MNPS,455 Rural Hill Road,Nashville,TN,37217,252,Basic Operating,Nashville Children's Theatre,FY17,"455 Rural Hill Road
Nashville, TN 37217
(36.078477, -86.629671)"
St. Bernard Academy,Private,2304 Bernard Avenue,Nashville,TN,37212,361,Basic Operating,Nashville Children's Theatre,FY17,"2304 Bernard Avenue
Nashville, TN 37212
(36.13163, -86.805055)"
Primrose School,ELC/Pre-K,1915 Charlotte Avenue,Nashville,TN,37203,24,Basic Operating,Nashville Children's Theatre,FY19,"1915 Charlotte Avenue
Nashville, TN 37203
(36.157418, -86.802279)"
Sylvan Park Paideia Design Center,MNPS,4801 Utah Avenue,Nashville,TN,37209,45,After-School Arts,Tennessee Performing Arts Center,FY16,"4801 Utah Avenue
Nashville, TN 37209
(36.144302, -86.84463)"
Stanford Montessori Elementary School,MNPS,2417 Maplecrest Drive,Nashville,TN,37214,62,Basic Operating,Nashville Children's Theatre,FY16,"2417 Maplecrest Drive
Nashville, TN 37214
(36.177508, -86.682922)"
John Overton High School,MNPS,4820 Franklin Road,Nashville,TN,37220,32,Basic Operating,Nashville Symphony,FY17,
Jonathan Edwards Classical Academy,Private,4479 Jackson Road,Nashville,TN,37189,58,Basic Operating,Nashville Shakespeare Festival,FY17,"4479 Jackson Road
Nashville, TN 37189
(36.297448, -86.774329)"
J.E. Moss Elementary School,MNPS,4701 Bowfield Drive,Antioch,TN,37013,475,Basic Operating,Nashville Children's Theatre,FY19,"4701 Bowfield Drive
Antioch, TN 37013
(36.066996, -86.668993)"
Nashville School of the Arts High School,MNPS,1250 Foster Avenue,Nashville,TN,37210,176,Basic Operating,Southern Word,FY17,"1250 Foster Avenue
Nashville, TN 37210
(36.131492, -86.741669)"
Casa Azafran Early Learning Center,ELC/Pre-K,2195 Nolensville Road,Nashville,TN,37211,12,Basic Operating,Global Education Center,FY19,
Rose Park Middle,MNPS,1025 9th Avenue South,Nashville,TN,37203,121,Basic Operating,"Country Music Foundation, Inc. dba Country Music Hall of Fame and Museum",FY19,"1025 9th Avenue South
Nashville, TN 37203
(36.142539, -86.780874)"
Martin Luther King Jr. Magnet School,MNPS,613 17th Avenue North,Nashville,TN,37203,118,Basic Operating,Nashville Ballet,FY17,"613 17th Avenue North
Nashville, TN 37203
(36.162085, -86.800393)"
LEAD Academy High School,MNPS,1034 1st Avenue South,Nashville,TN,37210,45,Basic Operating,Southern Word,FY16,"1034 1st Avenue South
Nashville, TN 37210
(36.148899, -86.765038)"
Blessed Revelations,Pre-K/ELC,5440 Hickory Woods Drive,Antioch,TN,37013,9,Basic Operating,Frist Center for the Visual Arts,FY17,"5440 Hickory Woods Drive
Antioch, TN 37013
(36.028925, -86.578548)"
Susan Gray Head Start,Pre-K/ELC,445 Cotton Lane,Nashville,TN,37211,192,Basic Operating,Tennessee Performing Arts Center,FY17,"445 Cotton Lane
Nashville, TN 37211
(36.068533, -86.723691)"
Freedom School,Other,2334 Herman St,Nashville,TN,37208,22,Core Operating,ALIAS Chamber Ensemble,FY19,"2334 Herman St
Nashville, TN 37208
(36.162295, -86.81049)"
Hattie Cotton Elementary School,MNPS,1033 West Greenwood Avenue,Nashville,TN,37206,1,Basic Operating,W.O. Smith Music School,FY16,"1033 West Greenwood Avenue
Nashville, TN 37206
(36.190618, -86.747804)"
Wright Middle Prep,MNPS,180 McCall Street,Nashville,TN,37211,70,After-School Arts,Tennessee Performing Arts Center,FY16,"180 McCall Street
Nashville, TN 37211
(36.099132, -86.734386)"
Creswell Middle Prep School of the Arts,MNPS,3500 John Mallette Drive,Nashville,TN,37218,109,Basic Operating,Nashville Children's Theatre,FY17,"3500 John Mallette Drive
Nashville, TN 37218
(36.195104, -86.838212)"
Glencliff High,MNPS,160 Antioch Pike,Nashville,TN,37211,40,Basic Operating,Global Education Center,FY19,"160 Antioch Pike
Nashville, TN 37211
(36.100889, -86.726609)"
Dudley Head Start,Pre-K/ELC,1203 3rd Avenue South,Nashville,TN,37210,135,Basic Operating,Tennessee Performing Arts Center,FY17,"1203 3rd Avenue South
Nashville, TN 37210
(36.145101, -86.765525)"
Nashville School of the Arts High School,MNPS,1250 Foster Avenue,Nashville,TN,37210,40,Basic Operating,Tennessee Performing Arts Center,FY17,"1250 Foster Avenue
Nashville, TN 37210
(36.131492, -86.741669)"
Safe Haven Family Shelter,Community Center,1234 Third Ave. South,Nashville,TN,37210,35,Basic operating,Frist Art Museum,FY19,"1234 Third Ave. South
Nashville, TN 37210
(36.143606, -86.764538)"
Cole Elementary School,MNPS,5060 Colemont Drive,Antioch,TN,37013,50,Basic Operating,Global Education Center,FY16,"5060 Colemont Drive
Antioch, TN 37013
(36.058085, -86.699196)"
Nashville School of the Arts High School,MNPS,1250 Foster Avenue,Nashville,TN,37210,24,Basic Operating,Nashville Shakespeare Festival,FY17,"1250 Foster Avenue
Nashville, TN 37210
(36.131492, -86.741669)"
Casa Azafran Early Learning Center,Pre-K/ELC,2195 Nolensville Pike,Nashville,TN,37211,100,Basic Operating,Global Education Center,FY17,"2195 Nolensville Pike
Nashville, TN 37211
(36.126647, -86.753004)"
Nashville Prep,Metro Nashville Public School,1300 56th Ave,Nashville,TN,37209,10,Youth Arts,From the Heart International Education Foundation,FY19,"1300 56th Ave
Nashville, TN 37209
(36.162413, -86.855633)"
Pearl Cohn Enternationment Magnet High School,MNPS,904 26th Avenue North,Nashville,TN,37208,2,Basic Operating,W.O. Smith Music School,FY16,"904 26th Avenue North
Nashville, TN 37208
(36.164278, -86.816051)"
Warner Enhanced Option Elementary School,MNPS,626 Russell Street,Nashville,TN,37206,10,Arts Access,East Nashville Hope Exchange,FY17,"626 Russell Street
Nashville, TN 37206
(36.172254, -86.760445)"
John Early Museum Magnet Middle Prep,MNPS,1000 Cass Street,Nashville,TN,37208,23,Basic Operating,Southern Word,FY16,"1000 Cass Street
Nashville, TN 37208
(36.186443, -86.804661)"
Joelton Middle School,MNPS,3500 Old Clarksville Pike,Joelton,TN,37080,25,Basic Operating,Belcourt Theatre,FY19,"3500 Old Clarksville Pike
Joelton, TN 37080
(36.313358, -86.865768)"
Whitsitt Elementary,MNPS,110 Whitsitt Road,Nashville,TN,37210,5,Basic Operating,Global Education Center,FY19,"110 Whitsitt Road
Nashville, TN 37210
(36.114573, -86.736807)"
Murrell School,MNPS,1450 14th Ave South,Nashville,TN,37212,22,Basic Operating,Southern Word,FY17,"1450 14th Ave South
Nashville, TN 37212
(36.138443, -86.790303)"
Robert E. Lillard Elementary School,MNPS,3200 Kings Lane,Nashville,TN,37218,1,Basic Operating,W.O. Smith Music School,FY16,"3200 Kings Lane
Nashville, TN 37218
(36.219935, -86.826648)"
Smith Springs Elementary School,MNPS,3132 Smith Springs Road,Antioch,TN,37013,42,After-School Arts,Tennessee Performing Arts Center,FY17,"3132 Smith Springs Road
Antioch, TN 37013
(36.082957, -86.596744)"
Home School,Home Schooled,Various addresses,Nashville,TN,,3,Core Operating,The Porch Writer's Collective,FY19,
Hattie Cotton STEM Elementary School,MNPS,1033 W Greenwood Ave,Nashville,TN,37206,1,Creation,Theater Bug,FY19,"1033 W Greenwood Ave
Nashville, TN 37206
(36.190618, -86.747804)"
Girl Scout Troop 1347,Other,2604 West Linden Avenue,Nashville,TN,37212-5228,17,Basic Operating,Cheekwood,FY19,"2604 West Linden Avenue
Nashville, TN 37212-5228
(36.128118, -86.809164)"
Homeschool,Home Schooled,,,TN,,1,Basic Operating,Actors Bridge Ensemble,FY17,"TN
(35.842998, -86.343226)"
